,State,Year,Quarter,District,Registered_User
15200,uttar-pradesh,2021,1,bahraich district,194163
15201,uttar-pradesh,2021,1,jalaun district,195777
15202,uttar-pradesh,2021,1,rampur district,211156
15203,uttar-pradesh,2021,1,ballia district,412104
15204,uttar-pradesh,2021,1,shravasti district,49462
15205,uttar-pradesh,2021,1,kasganj district,134535
15206,uttar-pradesh,2021,1,varanasi district,1079309
15207,uttar-pradesh,2021,1,gautam buddha nagar district,2181874
15208,uttar-pradesh,2021,1,basti district,275414
15209,uttar-pradesh,2021,1,shamli district,163182
15210,uttar-pradesh,2021,1,maharajganj district,279707
15211,uttar-pradesh,2021,1,etawah district,213975
15212,uttar-pradesh,2021,1,etah district,183538
15213,uttar-pradesh,2021,1,banda district,131226
15214,uttar-pradesh,2021,1,bijnor district,381195
15215,uttar-pradesh,2021,1,hardoi district,272411
15216,uttar-pradesh,2021,1,balrampur district,127631
15217,uttar-pradesh,2021,1,amroha district,208607
15218,uttar-pradesh,2021,1,pilibhit district,199023
15219,uttar-pradesh,2021,1,mainpuri district,212294
15220,uttar-pradesh,2021,1,kanpur dehat district,159123
15221,uttar-pradesh,2021,1,jaunpur district,558808
15222,uttar-pradesh,2021,1,kaushambi district,107994
15223,uttar-pradesh,2021,1,hapur district,249914
15224,uttar-pradesh,2021,1,hamirpur district,109551
15225,uttar-pradesh,2021,1,meerut district,741901
15226,uttar-pradesh,2021,1,mathura district,541676
15227,uttar-pradesh,2021,1,chitrakoot district,76935
15228,uttar-pradesh,2021,1,lalitpur district,132483
15229,uttar-pradesh,2021,1,mau district,252570
15230,uttar-pradesh,2021,1,mirzapur district,269927
15231,uttar-pradesh,2021,1,bulandshahr district,461596
15232,uttar-pradesh,2021,1,gonda district,261669
15233,uttar-pradesh,2021,1,jhansi district,402240
15234,uttar-pradesh,2021,1,chandauli district,259262
15235,uttar-pradesh,2021,1,bhadohi district,196533
15236,uttar-pradesh,2021,1,pratapgarh district,316627
15237,uttar-pradesh,2021,1,saharanpur district,505178
15238,uttar-pradesh,2021,1,bara banki district,249182
15239,uttar-pradesh,2021,1,bareilly district,662143
15240,uttar-pradesh,2021,1,sitapur district,338854
15241,uttar-pradesh,2021,1,sultanpur district,258614
15242,uttar-pradesh,2021,1,agra district,974389
15243,uttar-pradesh,2021,1,fatehpur district,193171
15244,uttar-pradesh,2021,1,rae bareli district,226301
15245,uttar-pradesh,2021,1,firozabad district,353729
15246,uttar-pradesh,2021,1,kheri district,380108
15247,uttar-pradesh,2021,1,gorakhpur district,780306
15248,uttar-pradesh,2021,1,unnao district,251530
15249,uttar-pradesh,2021,1,prayagraj district,1143612
15250,uttar-pradesh,2021,1,sonbhadra district,234618
15251,uttar-pradesh,2021,1,ghazipur district,443311
15252,uttar-pradesh,2021,1,farrukhabad district,198513
15253,uttar-pradesh,2021,1,kannauj district,169332
15254,uttar-pradesh,2021,1,azamgarh district,501473
15255,uttar-pradesh,2021,1,ayodhya district,320746
15256,uttar-pradesh,2021,1,deoria district,424347
15257,uttar-pradesh,2021,1,ghaziabad district,1773332
15258,uttar-pradesh,2021,2,amethi district,226201
15259,uttar-pradesh,2021,2,siddharthnagar district,229685
15260,uttar-pradesh,2021,2,auraiya district,174601
15261,uttar-pradesh,2021,2,sambhal district,187852
15262,uttar-pradesh,2021,2,kanpur nagar district,1176708
15263,uttar-pradesh,2021,2,aligarh district,631792
15264,uttar-pradesh,2021,2,mahoba district,92930
15265,uttar-pradesh,2021,2,lucknow district,1937173
15266,uttar-pradesh,2021,2,sant kabeer nagar district,177099
15267,uttar-pradesh,2021,2,hathras district,212672
15268,uttar-pradesh,2021,2,budaun district,248263
15269,uttar-pradesh,2021,2,moradabad district,428908
15270,uttar-pradesh,2021,2,kushinagar district,470229
15271,uttar-pradesh,2021,2,baghpat district,222933
15272,uttar-pradesh,2021,2,shahjahanpur district,286698
15273,uttar-pradesh,2021,2,muzaffarnagar district,415595
15274,uttar-pradesh,2021,2,ambedkar nagar district,279018
15275,uttar-pradesh,2021,2,bahraich district,209657
15276,uttar-pradesh,2021,2,jalaun district,211288
15277,uttar-pradesh,2021,2,rampur district,227310
15278,uttar-pradesh,2021,2,ballia district,442509
15279,uttar-pradesh,2021,2,shravasti district,53629
15280,uttar-pradesh,2021,2,kasganj district,145326
15281,uttar-pradesh,2021,2,varanasi district,1154661
15282,uttar-pradesh,2021,2,gautam buddha nagar district,2329954
15283,uttar-pradesh,2021,2,basti district,296308
15284,uttar-pradesh,2021,2,shamli district,175652
15285,uttar-pradesh,2021,2,maharajganj district,301659
15286,uttar-pradesh,2021,2,etawah district,230384
15287,uttar-pradesh,2021,2,etah district,197793
15288,uttar-pradesh,2021,2,banda district,141975
15289,uttar-pradesh,2021,2,bijnor district,409603
15290,uttar-pradesh,2021,2,hardoi district,294712
15291,uttar-pradesh,2021,2,balrampur district,137921
15292,uttar-pradesh,2021,2,amroha district,224885
15293,uttar-pradesh,2021,2,pilibhit district,214517
15294,uttar-pradesh,2021,2,mainpuri district,228922
15295,uttar-pradesh,2021,2,kanpur dehat district,172133
15296,uttar-pradesh,2021,2,jaunpur district,600794
15297,uttar-pradesh,2021,2,kaushambi district,116606
15298,uttar-pradesh,2021,2,hapur district,268188
15299,uttar-pradesh,2021,2,hamirpur district,118257
15300,uttar-pradesh,2021,2,meerut district,794314
15301,uttar-pradesh,2021,2,mathura district,582001
15302,uttar-pradesh,2021,2,chitrakoot district,83116
15303,uttar-pradesh,2021,2,lalitpur district,142831
15304,uttar-pradesh,2021,2,mau district,271232
15305,uttar-pradesh,2021,2,mirzapur district,290357
15306,uttar-pradesh,2021,2,bulandshahr district,496067
15307,uttar-pradesh,2021,2,gonda district,281740
15308,uttar-pradesh,2021,2,jhansi district,431055
15309,uttar-pradesh,2021,2,chandauli district,278397
15310,uttar-pradesh,2021,2,bhadohi district,211236
15311,uttar-pradesh,2021,2,pratapgarh district,341118
15312,uttar-pradesh,2021,2,saharanpur district,542340
15313,uttar-pradesh,2021,2,bara banki district,268880
15314,uttar-pradesh,2021,2,bareilly district,710778
15315,uttar-pradesh,2021,2,sitapur district,366017
15316,uttar-pradesh,2021,2,sultanpur district,278126
15317,uttar-pradesh,2021,2,agra district,1044788
15318,uttar-pradesh,2021,2,fatehpur district,208520
15319,uttar-pradesh,2021,2,rae bareli district,243531
15320,uttar-pradesh,2021,2,firozabad district,380885
15321,uttar-pradesh,2021,2,kheri district,410053
15322,uttar-pradesh,2021,2,gorakhpur district,835887
15323,uttar-pradesh,2021,2,unnao district,271165
15324,uttar-pradesh,2021,2,prayagraj district,1225800
15325,uttar-pradesh,2021,2,sonbhadra district,252013
15326,uttar-pradesh,2021,2,ghazipur district,476105
15327,uttar-pradesh,2021,2,farrukhabad district,213759
15328,uttar-pradesh,2021,2,kannauj district,182579
15329,uttar-pradesh,2021,2,azamgarh district,538771
15330,uttar-pradesh,2021,2,ayodhya district,344791
15331,uttar-pradesh,2021,2,deoria district,455328
15332,uttar-pradesh,2021,2,ghaziabad district,1895314
15333,uttar-pradesh,2021,3,amethi district,245887
15334,uttar-pradesh,2021,3,siddharthnagar district,249111
15335,uttar-pradesh,2021,3,auraiya district,189321
15336,uttar-pradesh,2021,3,sambhal district,203883
15337,uttar-pradesh,2021,3,kanpur nagar district,1263050
15338,uttar-pradesh,2021,3,aligarh district,681857
15339,uttar-pradesh,2021,3,mahoba district,101383
15340,uttar-pradesh,2021,3,lucknow district,2076033
15341,uttar-pradesh,2021,3,sant kabeer nagar district,191948
15342,uttar-pradesh,2021,3,hathras district,230320
15343,uttar-pradesh,2021,3,budaun district,269703
15344,uttar-pradesh,2021,3,moradabad district,462980
15345,uttar-pradesh,2021,3,kushinagar district,508938
15346,uttar-pradesh,2021,3,baghpat district,240441
15347,uttar-pradesh,2021,3,shahjahanpur district,311858
15348,uttar-pradesh,2021,3,muzaffarnagar district,448096
15349,uttar-pradesh,2021,3,ambedkar nagar district,302263
15350,uttar-pradesh,2021,3,bahraich district,227941
15351,uttar-pradesh,2021,3,jalaun district,229155
15352,uttar-pradesh,2021,3,rampur district,246230
15353,uttar-pradesh,2021,3,ballia district,478324
15354,uttar-pradesh,2021,3,shravasti district,58737
15355,uttar-pradesh,2021,3,kasganj district,158052
15356,uttar-pradesh,2021,3,varanasi district,1239725
15357,uttar-pradesh,2021,3,gautam buddha nagar district,2496114
15358,uttar-pradesh,2021,3,basti district,320806
15359,uttar-pradesh,2021,3,shamli district,189790
15360,uttar-pradesh,2021,3,maharajganj district,327438
15361,uttar-pradesh,2021,3,etawah district,249385
15362,uttar-pradesh,2021,3,etah district,214709
15363,uttar-pradesh,2021,3,banda district,154581
15364,uttar-pradesh,2021,3,bijnor district,442548
15365,uttar-pradesh,2021,3,hardoi district,320513
15366,uttar-pradesh,2021,3,balrampur district,149985
15367,uttar-pradesh,2021,3,amroha district,243686
15368,uttar-pradesh,2021,3,pilibhit district,232754
15369,uttar-pradesh,2021,3,mainpuri district,248343
15370,uttar-pradesh,2021,3,kanpur dehat district,187084
15371,uttar-pradesh,2021,3,jaunpur district,650143
15372,uttar-pradesh,2021,3,kaushambi district,126637
15373,uttar-pradesh,2021,3,hapur district,288709
15374,uttar-pradesh,2021,3,hamirpur district,128958
15375,uttar-pradesh,2021,3,meerut district,853246
15376,uttar-pradesh,2021,3,mathura district,628528
15377,uttar-pradesh,2021,3,chitrakoot district,90553
15378,uttar-pradesh,2021,3,lalitpur district,155272
15379,uttar-pradesh,2021,3,mau district,292936
15380,uttar-pradesh,2021,3,mirzapur district,314144
15381,uttar-pradesh,2021,3,bulandshahr district,535699
15382,uttar-pradesh,2021,3,gonda district,305366
15383,uttar-pradesh,2021,3,jhansi district,464351
15384,uttar-pradesh,2021,3,chandauli district,300595
15385,uttar-pradesh,2021,3,bhadohi district,228222
15386,uttar-pradesh,2021,3,pratapgarh district,369954
15387,uttar-pradesh,2021,3,saharanpur district,584344
15388,uttar-pradesh,2021,3,bara banki district,291376
15389,uttar-pradesh,2021,3,bareilly district,766809
15390,uttar-pradesh,2021,3,sitapur district,397389
15391,uttar-pradesh,2021,3,sultanpur district,301325
15392,uttar-pradesh,2021,3,agra district,1124720
15393,uttar-pradesh,2021,3,fatehpur district,226873
15394,uttar-pradesh,2021,3,rae bareli district,263613
15395,uttar-pradesh,2021,3,firozabad district,412441
15396,uttar-pradesh,2021,3,kheri district,446308
15397,uttar-pradesh,2021,3,gorakhpur district,900171
15398,uttar-pradesh,2021,3,unnao district,293971
15399,uttar-pradesh,2021,3,prayagraj district,1320432
15400,uttar-pradesh,2021,3,sonbhadra district,272567
15401,uttar-pradesh,2021,3,ghazipur district,514893
15402,uttar-pradesh,2021,3,farrukhabad district,231446
15403,uttar-pradesh,2021,3,kannauj district,198231
15404,uttar-pradesh,2021,3,azamgarh district,582049
15405,uttar-pradesh,2021,3,ayodhya district,372839
15406,uttar-pradesh,2021,3,deoria district,492048
15407,uttar-pradesh,2021,3,ghaziabad district,2031752
15408,uttar-pradesh,2021,4,amethi district,264472
15409,uttar-pradesh,2021,4,siddharthnagar district,268126
15410,uttar-pradesh,2021,4,auraiya district,203721
15411,uttar-pradesh,2021,4,sambhal district,219722
15412,uttar-pradesh,2021,4,kanpur nagar district,1349794
15413,uttar-pradesh,2021,4,aligarh district,731096
15414,uttar-pradesh,2021,4,mahoba district,109417
15415,uttar-pradesh,2021,4,lucknow district,2215886
15416,uttar-pradesh,2021,4,sant kabeer nagar district,206542
15417,uttar-pradesh,2021,4,hathras district,247776
15418,uttar-pradesh,2021,4,budaun district,290309
15419,uttar-pradesh,2021,4,moradabad district,496358
15420,uttar-pradesh,2021,4,kushinagar district,547287
15421,uttar-pradesh,2021,4,baghpat district,257605
15422,uttar-pradesh,2021,4,shahjahanpur district,336128
15423,uttar-pradesh,2021,4,muzaffarnagar district,480240
15424,uttar-pradesh,2021,4,ambedkar nagar district,325090
15425,uttar-pradesh,2021,4,bahraich district,245502
15426,uttar-pradesh,2021,4,jalaun district,246646
15427,uttar-pradesh,2021,4,rampur district,264569
15428,uttar-pradesh,2021,4,ballia district,513629
15429,uttar-pradesh,2021,4,shravasti district,63555
15430,uttar-pradesh,2021,4,kasganj district,170176
15431,uttar-pradesh,2021,4,varanasi district,1325315
15432,uttar-pradesh,2021,4,gautam buddha nagar district,2664034
15433,uttar-pradesh,2021,4,basti district,344852
15434,uttar-pradesh,2021,4,shamli district,203726
15435,uttar-pradesh,2021,4,maharajganj district,352595
15436,uttar-pradesh,2021,4,etawah district,267952
15437,uttar-pradesh,2021,4,etah district,230890
15438,uttar-pradesh,2021,4,banda district,166922
15439,uttar-pradesh,2021,4,bijnor district,474546
15440,uttar-pradesh,2021,4,hardoi district,345246
15441,uttar-pradesh,2021,4,balrampur district,161496
15442,uttar-pradesh,2021,4,amroha district,262094
15443,uttar-pradesh,2021,4,pilibhit district,250203
15444,uttar-pradesh,2021,4,mainpuri district,267320
15445,uttar-pradesh,2021,4,kanpur dehat district,201743
15446,uttar-pradesh,2021,4,jaunpur district,698280
15447,uttar-pradesh,2021,4,kaushambi district,136353
15448,uttar-pradesh,2021,4,hapur district,309228
15449,uttar-pradesh,2021,4,hamirpur district,139019
15450,uttar-pradesh,2021,4,meerut district,911852
15451,uttar-pradesh,2021,4,mathura district,674711
15452,uttar-pradesh,2021,4,chitrakoot district,97682
15453,uttar-pradesh,2021,4,lalitpur district,167240
15454,uttar-pradesh,2021,4,mau district,314297
15455,uttar-pradesh,2021,4,mirzapur district,337415
15456,uttar-pradesh,2021,4,bulandshahr district,574654
15457,uttar-pradesh,2021,4,gonda district,328086
15458,uttar-pradesh,2021,4,jhansi district,497457
15459,uttar-pradesh,2021,4,chandauli district,322309
15460,uttar-pradesh,2021,4,bhadohi district,245007
15461,uttar-pradesh,2021,4,pratapgarh district,397596
15462,uttar-pradesh,2021,4,saharanpur district,625876
15463,uttar-pradesh,2021,4,bara banki district,313465
15464,uttar-pradesh,2021,4,bareilly district,821986
15465,uttar-pradesh,2021,4,sitapur district,428710
15466,uttar-pradesh,2021,4,sultanpur district,323438
15467,uttar-pradesh,2021,4,agra district,1204274
15468,uttar-pradesh,2021,4,fatehpur district,244390
15469,uttar-pradesh,2021,4,rae bareli district,282965
15470,uttar-pradesh,2021,4,firozabad district,443735
15471,uttar-pradesh,2021,4,kheri district,480851
15472,uttar-pradesh,2021,4,gorakhpur district,964667
15473,uttar-pradesh,2021,4,unnao district,316042
15474,uttar-pradesh,2021,4,prayagraj district,1414447
15475,uttar-pradesh,2021,4,sonbhadra district,292843
15476,uttar-pradesh,2021,4,ghazipur district,552224
15477,uttar-pradesh,2021,4,farrukhabad district,248877
15478,uttar-pradesh,2021,4,kannauj district,213494
15479,uttar-pradesh,2021,4,azamgarh district,624474
15480,uttar-pradesh,2021,4,ayodhya district,399921
15481,uttar-pradesh,2021,4,deoria district,528101
15482,uttar-pradesh,2021,4,ghaziabad district,2169109
15483,uttar-pradesh,2022,1,amethi district,283285
15484,uttar-pradesh,2022,1,siddharthnagar district,286990
15485,uttar-pradesh,2022,1,auraiya district,217723
15486,uttar-pradesh,2022,1,sambhal district,234926
15487,uttar-pradesh,2022,1,kanpur nagar district,1431918
15488,uttar-pradesh,2022,1,aligarh district,778769
15489,uttar-pradesh,2022,1,mahoba district,117391
15490,uttar-pradesh,2022,1,lucknow district,2348173
15491,uttar-pradesh,2022,1,sant kabeer nagar district,220942
15492,uttar-pradesh,2022,1,hathras district,264734
15493,uttar-pradesh,2022,1,budaun district,310467
15494,uttar-pradesh,2022,1,moradabad district,528459
15495,uttar-pradesh,2022,1,kushinagar district,585162
15496,uttar-pradesh,2022,1,baghpat district,273913
15497,uttar-pradesh,2022,1,shahjahanpur district,359822
15498,uttar-pradesh,2022,1,muzaffarnagar district,510605
15499,uttar-pradesh,2022,1,ambedkar nagar district,347805
15500,uttar-pradesh,2022,1,bahraich district,262870
15501,uttar-pradesh,2022,1,jalaun district,263573
15502,uttar-pradesh,2022,1,rampur district,282442
15503,uttar-pradesh,2022,1,ballia district,548285
15504,uttar-pradesh,2022,1,shravasti district,68179
15505,uttar-pradesh,2022,1,kasganj district,182189
15506,uttar-pradesh,2022,1,varanasi district,1406056
15507,uttar-pradesh,2022,1,gautam buddha nagar district,2822463
15508,uttar-pradesh,2022,1,basti district,368788
15509,uttar-pradesh,2022,1,shamli district,217044
15510,uttar-pradesh,2022,1,maharajganj district,377520
15511,uttar-pradesh,2022,1,etawah district,286261
15512,uttar-pradesh,2022,1,etah district,246989
15513,uttar-pradesh,2022,1,banda district,178647
15514,uttar-pradesh,2022,1,bijnor district,505579
15515,uttar-pradesh,2022,1,hardoi district,369745
15516,uttar-pradesh,2022,1,balrampur district,172888
15517,uttar-pradesh,2022,1,amroha district,279928
15518,uttar-pradesh,2022,1,pilibhit district,267438
15519,uttar-pradesh,2022,1,mainpuri district,285752
15520,uttar-pradesh,2022,1,kanpur dehat district,215966
15521,uttar-pradesh,2022,1,jaunpur district,745837
15522,uttar-pradesh,2022,1,kaushambi district,146004
